Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
12078534306,12593800540,515266234,0,515266234,NCCL:ncclCommInitRankConfig,1114945,1114945,0,0,2,,:2,NCCL:ncclCommInitRankConfig
12603310285,12811034919,207724634,0,207724634,NCCL:ncclBroadcast,1114945,1114945,0,0,10,,:10,NCCL:ncclBroadcast
23273718685,40858032210,17584313525,4641479165,12942834360,:pp_fw_bw,1114945,1114945,0,1087,27,,:27,:pp_fw_bw
23288732359,23642041798,353309439,0,353309439,NCCL:ncclCommInitRankConfig,1114945,1114945,1,0,28,27.0,:27:28,--NCCL:ncclCommInitRankConfig
23642174735,23686362379,44187644,0,44187644,NCCL:ncclAllGather,1114945,1114945,1,0,29,27.0,:27:29,--NCCL:ncclAllGather
23873487169,24011568408,138081239,0,138081239,NCCL:ncclCommInitRankConfig,1114945,1114945,1,0,31,27.0,:27:31,--NCCL:ncclCommInitRankConfig
24013678778,24013681594,2816,0,2816,NCCL:ncclGroupStart,1114945,1114945,1,0,35,27.0,:27:35,--NCCL:ncclGroupStart
24013723575,24013751469,27894,0,27894,NCCL:ncclReduceScatter,1114945,1114945,1,0,36,27.0,:27:36,--NCCL:ncclReduceScatter
24013771006,24052125002,38353996,0,38353996,NCCL:ncclGroupEnd,1114945,1114945,1,0,37,27.0,:27:37,--NCCL:ncclGroupEnd
24056792245,24056930372,138127,0,138127,NCCL:ncclAllGather,1114945,1114945,1,0,50,27.0,:27:50,--NCCL:ncclAllGather
24194948960,24194956916,7956,0,7956,NCCL:ncclGroupStart,1114945,1114945,1,0,60,27.0,:27:60,--NCCL:ncclGroupStart
24194957947,24194963799,5852,0,5852,NCCL:ncclAllGather,1114945,1114945,1,0,61,27.0,:27:61,--NCCL:ncclAllGather
24194964510,24195003646,39136,0,39136,NCCL:ncclGroupEnd,1114945,1114945,1,0,62,27.0,:27:62,--NCCL:ncclGroupEnd
24474373906,24474380769,6863,0,6863,NCCL:ncclGroupStart,1114945,1114945,1,0,66,27.0,:27:66,--NCCL:ncclGroupStart
24474382362,24474391139,8777,0,8777,NCCL:ncclReduceScatter,1114945,1114945,1,0,67,27.0,:27:67,--NCCL:ncclReduceScatter
24474391830,24474434162,42332,0,42332,NCCL:ncclGroupEnd,1114945,1114945,1,0,69,27.0,:27:69,--NCCL:ncclGroupEnd
24477082181,24477083133,952,0,952,NCCL:ncclGroupStart,1114945,1114945,1,0,75,27.0,:27:75,--NCCL:ncclGroupStart
24477084245,24477088243,3998,0,3998,NCCL:ncclAllGather,1114945,1114945,1,0,77,27.0,:27:77,--NCCL:ncclAllGather
24477088724,24477118321,29597,0,29597,NCCL:ncclGroupEnd,1114945,1114945,1,0,79,27.0,:27:79,--NCCL:ncclGroupEnd
24504511638,24504514623,2985,0,2985,NCCL:ncclGroupStart,1114945,1114945,1,0,87,27.0,:27:87,--NCCL:ncclGroupStart
24504516818,24504528991,12173,0,12173,NCCL:ncclReduceScatter,1114945,1114945,1,0,89,27.0,:27:89,--NCCL:ncclReduceScatter
24504529783,24504567696,37913,0,37913,NCCL:ncclGroupEnd,1114945,1114945,1,0,92,27.0,:27:92,--NCCL:ncclGroupEnd
24505619750,24505674766,55016,0,55016,NCCL:ncclAllGather,1114945,1114945,1,0,99,27.0,:27:99,--NCCL:ncclAllGather
24511387911,24511389795,1884,0,1884,NCCL:ncclGroupStart,1114945,1114945,1,0,112,27.0,:27:112,--NCCL:ncclGroupStart
24511392450,24511403621,11171,0,11171,NCCL:ncclAllGather,1114945,1114945,1,0,113,27.0,:27:113,--NCCL:ncclAllGather
24511404784,24511462415,57631,0,57631,NCCL:ncclGroupEnd,1114945,1114945,1,0,114,27.0,:27:114,--NCCL:ncclGroupEnd
24516283325,24516302903,19578,0,19578,NCCL:ncclGroupStart,1114945,1114945,1,0,130,27.0,:27:130,--NCCL:ncclGroupStart
24516306379,24516324254,17875,0,17875,NCCL:ncclReduceScatter,1114945,1114945,1,0,131,27.0,:27:131,--NCCL:ncclReduceScatter
24516325707,24516386594,60887,0,60887,NCCL:ncclGroupEnd,1114945,1114945,1,0,132,27.0,:27:132,--NCCL:ncclGroupEnd
24518611756,24518612678,922,0,922,NCCL:ncclGroupStart,1114945,1114945,1,0,144,27.0,:27:144,--NCCL:ncclGroupStart
24518615013,24518625092,10079,0,10079,NCCL:ncclAllGather,1114945,1114945,1,0,145,27.0,:27:145,--NCCL:ncclAllGather
24518626595,24518686641,60046,0,60046,NCCL:ncclGroupEnd,1114945,1114945,1,0,146,27.0,:27:146,--NCCL:ncclGroupEnd
24521059228,24521060710,1482,0,1482,NCCL:ncclGroupStart,1114945,1114945,1,0,151,27.0,:27:151,--NCCL:ncclGroupStart
24521064428,24521080869,16441,0,16441,NCCL:ncclReduceScatter,1114945,1114945,1,0,152,27.0,:27:152,--NCCL:ncclReduceScatter
24521082743,24521144603,61860,0,61860,NCCL:ncclGroupEnd,1114945,1114945,1,0,153,27.0,:27:153,--NCCL:ncclGroupEnd
24522703807,24522760276,56469,0,56469,NCCL:ncclAllGather,1114945,1114945,1,0,160,27.0,:27:160,--NCCL:ncclAllGather
24526835033,24526836256,1223,0,1223,NCCL:ncclGroupStart,1114945,1114945,1,0,179,27.0,:27:179,--NCCL:ncclGroupStart
24526837618,24526843089,5471,0,5471,NCCL:ncclAllGather,1114945,1114945,1,0,180,27.0,:27:180,--NCCL:ncclAllGather
